№,shop,brand,model,length_cm,condition,orig_price,price,url
352,snowmania.ge,KASTLE,Kästle PX71 PREM,169,used,1300.0,780.0,https://snowmania.ge/product/kastle-px71-prem/
353,snowmania.ge,KASTLE,Kästle PX71 PREM,171,used,1300.0,780.0,https://snowmania.ge/product/kastle-px71-prem/
354,snowmania.ge,LACROIX,LACROIX,168,used,1750.0,1050.0,https://snowmania.ge/product/lacroix/
355,snowmania.ge,LACROIX,LACROIX,176,used,1750.0,1050.0,https://snowmania.ge/product/lacroix/
356,snowmania.ge,LACROIX,LACROIX,156,used,1740.0,870.0,https://snowmania.ge/product/lacroix-3/
357,snowmania.ge,LACROIX,LACROIX,165,used,1740.0,870.0,https://snowmania.ge/product/lacroix-3/
358,snowmania.ge,LACROIX,LACROIX,172,used,1740.0,870.0,https://snowmania.ge/product/lacroix-3/
359,snowmania.ge,LACROIX,LACROIX,146,used,1400.0,700.0,https://snowmania.ge/product/lacroix-2/
360,snowmania.ge,LACROIX,LACROIX,152,used,1400.0,700.0,https://snowmania.ge/product/lacroix-2/
361,snowmania.ge,LACROIX,LACROIX,162,used,1400.0,700.0,https://snowmania.ge/product/lacroix-2/
362,snowmania.ge,ROSSIGNOL,ROSSIGNOL,100,used,750.0,370.0,https://snowmania.ge/product/rossignol-3/
363,snowmania.ge,ROSSIGNOL,ROSSIGNOL,105,used,750.0,370.0,https://snowmania.ge/product/rossignol-3/
364,snowmania.ge,ROSSIGNOL,ROSSIGNOL,110,used,750.0,370.0,https://snowmania.ge/product/rossignol-3/
365,snowmania.ge,ROSSIGNOL,ROSSIGNOL,115,used,750.0,370.0,https://snowmania.ge/product/rossignol-3/
366,snowmania.ge,ROSSIGNOL,Rossignol Black Ops Escaper,178,used,3200.0,1600.0,https://snowmania.ge/product/rossignol-black-ops-escaper/
367,snowmania.ge,ROSSIGNOL,Rossignol Hero Elite Plus TI,167,used,1550.0,850.0,https://snowmania.ge/product/rossignol-hero-elite-plus-ti/
368,snowmania.ge,ROSSIGNOL,Rossignol Hero Elite Plus TI,174,used,1550.0,850.0,https://snowmania.ge/product/rossignol-hero-elite-plus-ti/
369,snowmania.ge,ROSSIGNOL,Rossignol Hero Elite Plus TI,182,used,1550.0,850.0,https://snowmania.ge/product/rossignol-hero-elite-plus-ti/
370,snowmania.ge,ROSSIGNOL,Rossignol React 6 HP,177,used,1050.0,525.0,https://snowmania.ge/product/rossignol-react-6-hp/
371,snowmania.ge,ROSSIGNOL,Rossignol REACT 7 LTD,177,used,1350.0,675.0,https://snowmania.ge/product/rossignol-react-7-ltd/
372,snowmania.ge,ROSSIGNOL,Rossignol React R6,163,used,1300.0,650.0,https://snowmania.ge/product/rossignol-react-r6/
373,snowmania.ge,ROSSIGNOL,ROSSIGNOL SPICY 7,154,used,1250.0,650.0,https://snowmania.ge/product/rossignol-spicy-7/
374,snowmania.ge,ROSSIGNOL,ROSSIGNOL SPICY 7,162,used,1250.0,650.0,https://snowmania.ge/product/rossignol-spicy-7/
375,snowmania.ge,ROSSIGNOL,ROSSIGNOL SPICY 7,168,used,1250.0,650.0,https://snowmania.ge/product/rossignol-spicy-7/
376,snowmania.ge,SALOMON,SALOMON,153,used,1455.0,799.0,https://snowmania.ge/product/salomon-2/
377,snowmania.ge,SALOMON,SALOMON,161,used,1455.0,799.0,https://snowmania.ge/product/salomon-2/
378,snowmania.ge,SALOMON,SALOMON,169,used,1455.0,799.0,https://snowmania.ge/product/salomon-2/
379,snowmania.ge,SALOMON,SALOMON,177,used,1455.0,799.0,https://snowmania.ge/product/salomon-2/
380,snowmania.ge,SALOMON,SALOMON S/FORCE X6,160,used,900.0,550.0,https://snowmania.ge/product/salomon-s-force-x6/
381,snowmania.ge,SALOMON,SALOMON S/FORCE X6,167,used,900.0,550.0,https://snowmania.ge/product/salomon-s-force-x6/
382,snowmania.ge,SALOMON,SALOMON S/FORCE X6,175,used,900.0,550.0,https://snowmania.ge/product/salomon-s-force-x6/
383,snowmania.ge,SALOMON,SALOMON SMAX X7,169,used,950.0,480.0,https://snowmania.ge/product/salomon-smax-x7/
384,snowmania.ge,VOLANT,Volant Silver Skis w/M 11 GW,150,used,1500.0,999.0,https://snowmania.ge/product/volant-silver-skis-w-m-11-gw/
385,snowmania.ge,VOLANT,Volant Silver Skis w/M 11 GW,155,used,1500.0,999.0,https://snowmania.ge/product/volant-silver-skis-w-m-11-gw/
386,snowmania.ge,VOLANT,Volant Silver Skis w/M 11 GW,160,used,1500.0,999.0,https://snowmania.ge/product/volant-silver-skis-w-m-11-gw/
387,snowmania.ge,VOLANT,Volant Silver Skis w/M 11 GW,165,used,1500.0,999.0,https://snowmania.ge/product/volant-silver-skis-w-m-11-gw/
388,snowmania.ge,VOLKL,VOLKL FLAIR SC LIMITED,163,used,1050.0,550.0,https://snowmania.ge/product/volkl-flair-sc-limited/
389,snowmania.ge,VOLKL,VOLKL Kanjo,175,used,1350.0,750.0,https://snowmania.ge/product/volkl-kanjo/
390,snowmania.ge,VOLKL,Volkl Kendo 88,170,used,1700.0,1150.0,https://snowmania.ge/product/volkl-kendo-88/
391,snowmania.ge,VOLKL,Volkl Kendo 88,184,used,1700.0,1150.0,https://snowmania.ge/product/volkl-kendo-88/
392,snowmania.ge,VOLKL,Völkl M6 Mantra Flat,179,used,1700.0,1250.0,https://snowmania.ge/product/volkl-m6-mantra-flat/
393,snowmania.ge,VOLKL,Völkl M6 Mantra Flat,184,used,1700.0,1250.0,https://snowmania.ge/product/volkl-m6-mantra-flat/
394,snowmania.ge,VOLKL,VÖLKL RACETIGER SRX,168,used,1200.0,650.0,https://snowmania.ge/product/volkl-racetiger-srx/
395,snowmania.ge,VOLKL,Völkl RTM 76,168,used,1050.0,550.0,https://snowmania.ge/product/volkl-rtm-76/
396,burusports,Rossignol,STRATO COURSE,161,new,2550.0,1575.0,https://burusports.ge/en/product/strato-course/161
397,burusports,Rossignol,Escaper 97 Nano,185,new,2800.0,1600.0,https://burusports.ge/en/product/escaper-97-nano/185
398,burusports,Rossignol,SUPER VIRAGE VI TECH KONECT,171,new,2800.0,2800.0,https://burusports.ge/en/product/super-virage-vi-tech-konect/171
399,burusports,Rossignol,SUPER VIRAGE VII OVERSIZE K,170,new,2950.0,2360.0,https://burusports.ge/en/product/super-virage-vii-oversize-k/164
400,burusports,Rossignol,SUPER VIRAGE VII OVERSIZE K,164,new,2950.0,2360.0,https://burusports.ge/en/product/super-virage-vii-oversize-k/164
401,burusports,Volkl,Peregrine 79,163,new,2550.0,2550.0,https://burusports.ge/en/product/peregrine-79/163
402,burusports,Volkl,Blaze 94 Grey/Red,172,new,2100.0,2100.0,https://burusports.ge/en/product/blaze-94-greyred/172
403,burusports,Volkl,BLAZE 94,165,new,1950.0,1950.0,https://burusports.ge/en/product/blaze-94/165
404,burusports,,BLAZE 114,176,new,114.0,2250.0,https://burusports.ge/en/product/blaze-114/176
405,burusports,Volkl,M6 MANTRA 100 YEARS,177,new,100.0,2550.0,https://burusports.ge/en/product/m6-mantra-100-years/177
406,burusports,Volkl,M7 MANTRA 96,177,new,2550.0,2550.0,https://burusports.ge/en/product/m7-mantra-96/177
407,burusports,Scott,SCO Ski W's Slight 93,165,new,2100.0,1260.0,https://burusports.ge/en/product/sco-ski-ws-slight-93/160sm-qali
408,burusports,Scott,SCO Ski W's Slight 93,160,new,2100.0,1260.0,https://burusports.ge/en/product/sco-ski-ws-slight-93/160sm-qali
409,burusports,Scott,SCO Ski Superguide Freetour,185,new,2250.0,1350.0,https://burusports.ge/en/product/sco-ski-superguide-freetour/178-katsi
410,burusports,Scott,SCO Ski Superguide Freetour,178,new,2250.0,1350.0,https://burusports.ge/en/product/sco-ski-superguide-freetour/178-katsi
411,burusports,Scott,SCO Ski Superguide 95,178,new,2070.0,1290.0,https://burusports.ge/en/product/sco-ski-superguide-95/178-katsi
412,burusports,Scott,SCO Ski Scrapper 95 W's,168,new,1350.0,945.0,https://burusports.ge/en/product/sco-ski-scrapper-95-ws/168-qali
413,burusports,Rossignol,HERO PRO TEAM,92,new,590.0,415.0,https://burusports.ge/en/product/hero-pro-team/92-bichi
414,burusports,Rossignol,EXPERIENCE 86 TI,176,new,2580.0,1805.0,https://burusports.ge/en/product/experience-86-ti/167-katsi
415,burusports,Rossignol,EXPERIENCE 86 TI,167,new,2580.0,1805.0,https://burusports.ge/en/product/experience-86-ti/167-katsi
416,burusports,Rossignol,FAMOUS 6,163,new,1430.0,930.0,https://burusports.ge/en/product/famous-6/163-qali
417,burusports,Rossignol,NOVA 6 XPRESS W,142,new,1695.0,1185.0,https://burusports.ge/en/product/nova-6-xpress-w/142-qali
418,burusports,Rossignol,NOVA 4 CA XP10,154,new,1415.0,990.0,https://burusports.ge/en/product/nova-4-ca-xp10/154-qali
419,burusports,Rossignol,SOUL 7 HD K NX12,188,new,2869.0,1300.0,https://burusports.ge/en/product/soul-7-hd-k-nx12/172-katsi
420,burusports,Rossignol,SOUL 7 HD K NX12,180,new,2869.0,1300.0,https://burusports.ge/en/product/soul-7-hd-k-nx12/172-katsi
421,burusports,Rossignol,SOUL 7 HD K NX12,172,new,2869.0,1300.0,https://burusports.ge/en/product/soul-7-hd-k-nx12/172-katsi
422,burusports,Rossignol,SENDER 94 TI KONECT NX12,186,new,2395.0,1679.0,https://burusports.ge/en/product/sender-94-ti-konect-nx12/186-katsi
423,burusports,Rossignol,SENDER 94 TI KONECT NX12,178,new,2395.0,1679.0,https://burusports.ge/en/product/sender-94-ti-konect-nx12/186-katsi
424,burusports,Rossignol,SENDER 94 TI KONECT NX12,172,new,2395.0,1679.0,https://burusports.ge/en/product/sender-94-ti-konect-nx12/186-katsi
425,burusports,Rossignol,REACT 10 TI K SPX12,182,new,2500.0,1750.0,https://burusports.ge/en/product/react-10-ti-k-spx12/182-katsi
426,burusports,Rossignol,REACT 10 TI K SPX12,176,new,2500.0,1750.0,https://burusports.ge/en/product/react-10-ti-k-spx12/182-katsi
427,burusports,Rossignol,REACT 10 TI K SPX12,168,new,2500.0,1750.0,https://burusports.ge/en/product/react-10-ti-k-spx12/182-katsi
428,burusports,Rossignol,HERO ELITE LT TI K SPX14,177,new,2995.0,2095.0,https://burusports.ge/en/product/hero-elite-lt-ti-k-spx14/177-katsi
429,burusports,Rossignol,HERO ELITE LT TI K SPX14,172,new,2995.0,2095.0,https://burusports.ge/en/product/hero-elite-lt-ti-k-spx14/177-katsi
430,burusports,Rossignol,HERO ELITE LT TI K SPX14,167,new,2995.0,2095.0,https://burusports.ge/en/product/hero-elite-lt-ti-k-spx14/177-katsi
431,burusports,Rossignol,HERO SL PRO,149,new,1870.0,1300.0,https://burusports.ge/en/product/hero-sl-pro/142-bichi
432,burusports,Rossignol,HERO SL PRO,142,new,1870.0,1300.0,https://burusports.ge/en/product/hero-sl-pro/142-bichi
433,burusports,Rossignol,HERO FIS SL FAC 165 SPX15,165,new,165.0,3200.0,https://burusports.ge/en/product/hero-fis-sl-fac-165-spx15/165sm
434,burusports,Rossignol,HERO ELITE LT TI,177,new,2950.0,2065.0,https://burusports.ge/en/product/hero-elite-lt-ti/172
435,burusports,Rossignol,HERO ELITE LT TI,172,new,2950.0,2065.0,https://burusports.ge/en/product/hero-elite-lt-ti/172
436,burusports,Rossignol,HERO CARVE K NX12,157,new,2290.0,1600.0,https://burusports.ge/en/product/hero-carve-k-nx12/152
437,burusports,Rossignol,HERO CARVE K NX12,162,new,2290.0,1600.0,https://burusports.ge/en/product/hero-carve-k-nx12/152
438,burusports,Rossignol,HERO CARVE K NX12,167,new,2290.0,1600.0,https://burusports.ge/en/product/hero-carve-k-nx12/152
439,burusports,Rossignol,HERO CARVE K NX12,152,new,2290.0,1600.0,https://burusports.ge/en/product/hero-carve-k-nx12/152
440,burusports,Volkl,MANTRA 102,184,new,102.0,2450.0,https://burusports.ge/en/product/mantra-102/184
441,burusports,Volkl,M6 MANTRA FLAT,177,new,1950.0,1365.0,https://burusports.ge/en/product/m6-mantra-flat/177
442,burusports,Volkl,KATANA 108 FLAT,184,new,108.0,2500.0,https://burusports.ge/en/product/katana-108-flat/184
443,burusports,Volkl,BLAZE 106 FLAT,165,new,106.0,2240.0,https://burusports.ge/en/product/blaze-106-flat/179
444,burusports,Volkl,BLAZE 106 FLAT,172,new,106.0,2240.0,https://burusports.ge/en/product/blaze-106-flat/179
445,burusports,Volkl,BLAZE 106 FLAT,179,new,106.0,2240.0,https://burusports.ge/en/product/blaze-106-flat/179
446,burusports,Volkl,BLAZE 94 FLAT,165,new,1790.0,1550.0,https://burusports.ge/en/product/blaze-94-flat/165
447,burusports,Volkl,RISE BEYOND 96 FLAT,170,new,1990.0,1395.0,https://burusports.ge/en/product/rise-beyond-96-flat/170
448,burusports,Volkl,REVOLT 121 FLAT,177,new,121.0,2150.0,https://burusports.ge/en/product/revolt-121-flat/191
449,burusports,Volkl,REVOLT 121 FLAT,184,new,121.0,2150.0,https://burusports.ge/en/product/revolt-121-flat/191
450,burusports,Volkl,REVOLT 121 FLAT,191,new,121.0,2150.0,https://burusports.ge/en/product/revolt-121-flat/191
451,burusports,Volkl,REVOLT 104 FLAT,172,new,104.0,1750.0,https://burusports.ge/en/product/revolt-104-flat/172
452,burusports,Volkl,REVOLT 104 FLAT,188,new,104.0,1750.0,https://burusports.ge/en/product/revolt-104-flat/172
453,burusports,Volkl,REVOLT 95 FLAT,157,new,1090.0,875.0,https://burusports.ge/en/product/revolt-95-flat/165
454,burusports,Volkl,REVOLT 95 FLAT,165,new,1090.0,875.0,https://burusports.ge/en/product/revolt-95-flat/165
455,burusports,Volkl,REVOLT 87 FLAT,169,new,1680.0,1345.0,https://burusports.ge/en/product/revolt-87-flat/169
456,burusports,Volkl,REVOLT 84 FLAT,174,new,1530.0,1225.0,https://burusports.ge/en/product/revolt-84-flat/180sm
457,burusports,Volkl,REVOLT 84 FLAT,180,new,1530.0,1225.0,https://burusports.ge/en/product/revolt-84-flat/180sm
458,burusports,Volkl,BASH 86 FLAT,164,new,1110.0,885.0,https://burusports.ge/en/product/bash-86-flat/164
459,burusports,Volkl,BASH 81 FLAT,158,new,960.0,750.0,https://burusports.ge/en/product/bash-81-flat/168
460,burusports,Volkl,BASH 81 FLAT,168,new,960.0,750.0,https://burusports.ge/en/product/bash-81-flat/168
461,burusports,Scott,Scrapper,180,new,1625.0,999.0,https://burusports.ge/en/product/scrapper/180-katsi
462,burusports,Volkl,THREE FLAT,186,new,1899.0,990.0,https://burusports.ge/en/product/three-flat/186
463,burusports,Volkl,REVOLT 86 FLAT,156,new,1090.0,780.0,https://burusports.ge/en/product/revolt-86-flat/156-katsi
464,burusports,Volkl,REVOLT 86 FLAT,164,new,1090.0,780.0,https://burusports.ge/en/product/revolt-86-flat/156-katsi
465,burusports,Volkl,MANTRA FLAT,184,new,2100.0,1050.0,https://burusports.ge/en/product/mantra-flat/184-katsi
466,burusports,Volkl,M5 MANTRA FLAT,170,new,2180.0,1295.0,https://burusports.ge/en/product/m5-mantra-flat/170sm-katsi
467,burusports,Volkl,MANTRA 102 FLAT,177,new,102.0,2450.0,https://burusports.ge/en/product/mantra-102-flat/177-katsi
468,burusports,Volkl,KENDO 88 FLAT,163,new,2240.0,1350.0,https://burusports.ge/en/product/kendo-88-flat/177-katsi
469,burusports,Volkl,KENDO 88 FLAT,177,new,2240.0,1350.0,https://burusports.ge/en/product/kendo-88-flat/177-katsi
470,burusports,Volkl,KENDO 88 FLAT,170,new,2240.0,1350.0,https://burusports.ge/en/product/kendo-88-flat/177-katsi
471,burusports,Volkl,KENDO 92 FLAT,170,new,2350.0,1880.0,https://burusports.ge/en/product/kendo-92-flat/170sm-katsi
472,burusports,Volkl,DEACON XT VMOTION1,168,new,1450.0,870.0,https://burusports.ge/en/product/deacon-xt-vmotion1/168-katsi
473,burusports,Volkl,DEACON XT VMOTION1,175,new,1450.0,870.0,https://burusports.ge/en/product/deacon-xt-vmotion1/168-katsi
474,burusports,Volkl,DEACON 74 BLACK RMOT XLIGHT,163,new,2950.0,1770.0,https://burusports.ge/en/product/deacon-74-black-rmot-xlight/163-katsi
475,burusports,Volkl,DEACON 74 BLACK RMOT XLIGHT,168,new,2950.0,1770.0,https://burusports.ge/en/product/deacon-74-black-rmot-xlight/163-katsi
476,burusports,Volkl,CONFESSION FLAT,179,new,2350.0,950.0,https://burusports.ge/en/product/confession-flat/179-katsi
477,burusports,Volkl,90EIGHT FLAT 118428,170,new,1184.0,1970.0,https://burusports.ge/en/product/90eight-flat-118428/170-katsi
478,burusports,Volkl,90EIGHT FLAT,170,new,1970.0,1290.0,https://burusports.ge/en/product/90eight-flat/170sm
479,burusports,Volkl,RACETIGER SRX BLK WH RE VMOT3,168,new,2000.0,1300.0,https://burusports.ge/en/product/racetiger-srx-blk-wh-re-vmot3/168-katsi
480,burusports,Volkl,RACETIGER SRX BLK WH RE VMOT3,173,new,2000.0,1300.0,https://burusports.ge/en/product/racetiger-srx-blk-wh-re-vmot3/168-katsi
481,burusports,Volkl,RACETIGER SRC ORANGE XMOTION,173,new,2400.0,1200.0,https://burusports.ge/en/product/racetiger-src-orange-xmotion/173-katsi
482,burusports,Volkl,RTM 76 ELITE VMOTION2,168,new,1625.0,975.0,https://burusports.ge/en/product/rtm-76-elite-vmotion2/168-katsi
483,burusports,Volkl,RTM 76 VMOTION1,175,new,1500.0,930.0,https://burusports.ge/en/product/rtm-76-vmotion1/175-katsi
484,burusports,Volkl,RTM 8.0 w FDT PLATE,158,new,1800.0,900.0,https://burusports.ge/en/product/rtm-80-w-fdt-plate/158-katsi
485,burusports,Volkl,FLAIR 73 WHITE VMOTION1,159,new,1650.0,830.0,https://burusports.ge/en/product/flair-73-white-vmotion1/153-qali
486,burusports,Volkl,FLAIR 73 WHITE VMOTION1,153,new,1650.0,830.0,https://burusports.ge/en/product/flair-73-white-vmotion1/153-qali
487,burusports,Volkl,FLAIR 73 BLACK VMOTION1,159,new,1650.0,830.0,https://burusports.ge/en/product/flair-73-black-vmotion1/159-qali
488,burusports,Volkl,AURENA 4MOTION,159,new,1190.0,830.0,https://burusports.ge/en/product/aurena-4motion/159-qali
489,burusports,Rossignol,FROZEN BABYTEAM 4 B76 WHT,,new,560.0,395.0,https://burusports.ge/en/product/frozen-babyteam-4-b76-wht/80sm
490,burusports,Rossignol,FROZEN KXKID X 4 B76 WS,110,new,650.0,455.0,https://burusports.ge/en/product/frozen-kxkid-x-4-b76-ws/104
491,burusports,Rossignol,FROZEN KXKID X 4 B76 WS,122,new,650.0,455.0,https://burusports.ge/en/product/frozen-kxkid-x-4-b76-ws/104
492,burusports,Rossignol,FROZEN KXKID X 4 B76 WS,104,new,650.0,455.0,https://burusports.ge/en/product/frozen-kxkid-x-4-b76-ws/104
493,burusports,Rossignol,NOVA  8 CA XPRESS PLUS W 11,149,new,2550.0,1785.0,https://burusports.ge/en/product/nova-8-ca-xpress-plus-w-11/149-qali
494,burusports,Rossignol,NOVA 7 LTD,142,new,2175.0,1525.0,https://burusports.ge/en/product/nova-7-ltd/142-qali
495,burusports,Rossignol,NOVA 7 LTD,149,new,2175.0,1525.0,https://burusports.ge/en/product/nova-7-ltd/142-qali
496,burusports,Rossignol,NOVA 6 XP W 11 GW B83 BK GOLD,142,new,2069.0,1449.0,https://burusports.ge/en/product/nova-6-xp-w-11-gw-b83-bk-gold/142-qali
497,burusports,Rossignol,NOVA 6 XP W 11 GW B83 BK GOLD,149,new,2069.0,1449.0,https://burusports.ge/en/product/nova-6-xp-w-11-gw-b83-bk-gold/142-qali
498,burusports,Rossignol,NOVA 6 XP W 11 GW B83 BK GOLD,156,new,2069.0,1449.0,https://burusports.ge/en/product/nova-6-xp-w-11-gw-b83-bk-gold/142-qali
499,burusports,Rossignol,NOVA 4 CA XP W 10 GW BK SPKL,154,new,1795.0,1255.0,https://burusports.ge/en/product/nova-4-ca-xp-w-10-gw-bk-spkl/samoyvarulo-154-qali
500,megasport,BURTON,YEASAYER NO COLOR,148,new,,1939.0,https://megasport.ge/products/burton-yeasayer-no-color
501,megasport,DYNASTAR-LANGE,E LITE 5 XP11DRNZ301,162,new,,1918.0,https://megasport.ge/products/dynastar-lange-e-lite-5-xp11drnz301
502,megasport,DYNASTAR-LANGE,LEGEND CARBON SAFETY,110,new,,250.0,https://megasport.ge/products/dynastar-lange-legend-carbon-safety
503,megasport,DYNASTAR-LANGE,LEGEND CARBON SAFETY,130,new,,250.0,https://megasport.ge/products/dynastar-lange-legend-carbon-safety
504,megasport,DYNASTAR-LANGE,LEMON GIRL KID4,110,new,,748.0,https://megasport.ge/products/dynastar-lange-lemon-girl-kid4
505,megasport,DYNASTAR-LANGE,LEMON GIRL KID4,116,new,,748.0,https://megasport.ge/products/dynastar-lange-lemon-girl-kid4
506,megasport,DYNASTAR-LANGE,LEMON GIRL KID4,122,new,,748.0,https://megasport.ge/products/dynastar-lange-lemon-girl-kid4
507,megasport,DYNASTAR-LANGE,M-CROSS 88 SPX12 MTXDR,176,new,,3029.0,https://megasport.ge/products/dynastar-lange-m-cross-88-spx12-mtxdr
508,megasport,DYNASTAR-LANGE,M-CROSS 88 SPX12 MTXDR,184,new,,3029.0,https://megasport.ge/products/dynastar-lange-m-cross-88-spx12-mtxdr
509,megasport,DYNASTAR-LANGE,SPEED 4X4 563 K,171,new,,2057.0,https://megasport.ge/products/dynastar-lange-speed-4x4-563-k
510,megasport,DYNASTAR-LANGE,SPEED 4X4 563 TI K,167,new,,2347.0,https://megasport.ge/products/dynastar-lange-speed-4x4-563-ti-k
511,megasport,DYNASTAR-LANGE,SPEED 563 K,162,new,,2188.0,https://megasport.ge/products/dynastar-lange-speed-563-k
512,megasport,DYNASTAR-LANGE,SPEED 563 K,166,new,,2188.0,https://megasport.ge/products/dynastar-lange-speed-563-k
513,megasport,DYNASTAR-LANGE,SPEED 563 K,168,new,,2188.0,https://megasport.ge/products/dynastar-lange-speed-563-k
514,megasport,DYNASTAR-LANGE,SPEED 563 K,170,new,,2188.0,https://megasport.ge/products/dynastar-lange-speed-563-k
515,megasport,DYNASTAR-LANGE,SPEED 563 K,173,new,,2188.0,https://megasport.ge/products/dynastar-lange-speed-563-k
516,megasport,DYNASTAR-LANGE,SPEED CRS WC GS,175,new,,3550.0,https://megasport.ge/products/dynastar-lange-speed-crs-wc-gs
517,megasport,DYNASTAR-LANGE,SPEED GS-SG,130,new,,255.0,https://megasport.ge/products/dynastar-lange-speed-gs-sg
518,megasport,DYNASTAR-LANGE,SPEED SL SR DDMG,120,new,,280.0,https://megasport.ge/products/dynastar-lange-speed-sl-sr-ddmg
519,megasport,DYNASTAR-LANGE,SPEED SL SR DDMG,125,new,,280.0,https://megasport.ge/products/dynastar-lange-speed-sl-sr-ddmg
520,megasport,DYNASTAR-LANGE,SPEED SL SR DDMG,130,new,,280.0,https://megasport.ge/products/dynastar-lange-speed-sl-sr-ddmg
521,megasport,DYNASTAR-LANGE,SPEED WC FIS SL FAC 1,165,new,,3750.0,https://megasport.ge/products/dynastar-lange-speed-wc-fis-sl-fac-1
522,megasport,DYNASTAR-LANGE,TEAM COMP,130,new,,1197.0,https://megasport.ge/products/dynastar-lange-team-comp
523,megasport,DYNASTAR-LANGE,TEAM COMP,140,new,,1197.0,https://megasport.ge/products/dynastar-lange-team-comp
524,megasport,DYNASTAR-LANGE,TEAM SPEED 100-130 KID4,100,new,,776.0,https://megasport.ge/products/dynastar-lange-team-speed-100-130-kid4
525,megasport,DYNASTAR-LANGE,TEAM SPEED 100-130 KID4,110,new,,776.0,https://megasport.ge/products/dynastar-lange-team-speed-100-130-kid4
526,megasport,DYNASTAR-LANGE,TEAM SPEED 100-130 KID4,120,new,,776.0,https://megasport.ge/products/dynastar-lange-team-speed-100-130-kid4
527,megasport,DYNASTAR-LANGE,TEAM SPEED 100-130 KID4,130,new,,776.0,https://megasport.ge/products/dynastar-lange-team-speed-100-130-kid4
528,megasport,DYNASTAR-LANGE,TEAM SPEED 100-130 KID4,140,new,,776.0,https://megasport.ge/products/dynastar-lange-team-speed-100-130-kid4
529,megasport,DYNASTAR-LANGE,TEAM SPEED 100-130 KID4,150,new,,776.0,https://megasport.ge/products/dynastar-lange-team-speed-100-130-kid4
530,megasport,DYNASTAR-LANGE,VECTOR BLACK DDI,110,new,,117.0,https://megasport.ge/products/dynastar-lange-vector-black-ddi
531,megasport,DYNASTAR-LANGE,VECTOR BLACK DDI,120,new,,117.0,https://megasport.ge/products/dynastar-lange-vector-black-ddi
532,megasport,DYNASTAR-LANGE,VECTOR BLACK DDI,125,new,,117.0,https://megasport.ge/products/dynastar-lange-vector-black-ddi
533,megasport,DYNASTAR-LANGE,VECTOR BLACK DDI,130,new,,117.0,https://megasport.ge/products/dynastar-lange-vector-black-ddi
534,megasport,DYNASTAR-LANGE,VECTOR TEAM DDI,100,new,,88.0,https://megasport.ge/products/dynastar-lange-vector-team-ddi
535,megasport,DYNASTAR-LANGE,VECTOR TEAM DDI,105,new,,88.0,https://megasport.ge/products/dynastar-lange-vector-team-ddi
536,megasport,DYNASTAR-LANGE,VECTOR TEAM GIRL DDI,100,new,,88.0,https://megasport.ge/products/dynastar-lange-vector-team-girl-ddi
537,megasport,FISCHER,P12522-THE CURV PRO JRS,120,new,,950.0,https://megasport.ge/products/fischer-M5b
538,megasport,FISCHER,P12822-THE CURV PRO JRS,120,new,,950.0,https://megasport.ge/products/fischer-p12822-the-curv-pro-jrs-fs7-ca-jrs
539,megasport,FISCHER,THE CURV DTI AR + RS 11 PR,171,new,,2431.0,https://megasport.ge/products/fischer-the-curv-dti-ar-rs-11-pr
540,megasport,FISCHER,THE CURV GT 76 TPR,173,new,,2125.0,https://megasport.ge/products/fischer-the-curv-gt-76-tpr
541,megasport,FISCHER,THE CURV GT 85 MT,168,new,,2945.0,https://megasport.ge/products/fischer-the-curv-gt-85-mt
542,megasport,FISCHER,THE CURV JR (70-120) JRS,100,new,,638.0,https://megasport.ge/products/fischer-the-curv-jr-(70-120)-jrs
543,megasport,FISCHER,THE CURV TI TPR,171,new,,1976.0,https://megasport.ge/products/fischer-the-curv-ti-tpr
544,megasport,TECNICA-BLIZZARD,B.THUNDERBIRD R15WIDE BODY 01 TBD,174,new,,3895.0,https://megasport.ge/products/tecnica-blizzard-b.thunderbird-r15wide-body-01-tbd
545,megasport,TECNICA-BLIZZARD,B.THUNDERBIRD R18LTD 001 TBD,180,new,,3895.0,https://megasport.ge/products/tecnica-blizzard-b.thunderbird-r18ltd-001-tbd
546,megasport,TECNICA-BLIZZARD,B.THUNDERBIRD R18LTD 001 TBD,185,new,,3895.0,https://megasport.ge/products/tecnica-blizzard-b.thunderbird-r18ltd-001-tbd
547,megasport,TECNICA-BLIZZARD,COCHISE 106 FLAT ORANGE,185,new,,2550.0,https://megasport.ge/products/tecnica-blizzard-cochise-106-flat-orange
548,megasport,TECNICA-BLIZZARD,FIREBIRD JR 100-140 BLUE/ORANGE,100,new,,755.0,https://megasport.ge/products/tecnica-blizzard-firebird-jr-100-140-blue-orange
549,megasport,TECNICA-BLIZZARD,FIREBIRD JR 100-140 BLUE/ORANGE,110,new,,755.0,https://megasport.ge/products/tecnica-blizzard-firebird-jr-100-140-blue-orange
550,megasport,TECNICA-BLIZZARD,FIREBIRD WRC 001 TBD,170,new,,3738.0,https://megasport.ge/products/tecnica-blizzard-firebird-wrc-001-tbd
551,megasport,TECNICA-BLIZZARD,FIREBIRD WRC 001 TBD,175,new,,3738.0,https://megasport.ge/products/tecnica-blizzard-firebird-wrc-001-tbd
