№,shop,brand,model,length_cm,condition,orig_price,price,url
356,burusports,Rossignol,NOVA 6 XPRESS W,,new,1695.0,1185.0,https://burusports.ge/en/product/nova-6-xpress-w/142-qali
357,burusports,Rossignol,NOVA 4 CA XP10,,new,1415.0,990.0,https://burusports.ge/en/product/nova-4-ca-xp10/154-qali
358,burusports,Rossignol,SOUL 7 HD K NX12,188,new,2869.0,1300.0,https://burusports.ge/en/product/soul-7-hd-k-nx12/172-katsi
359,burusports,Rossignol,SOUL 7 HD K NX12,180,new,2869.0,1300.0,https://burusports.ge/en/product/soul-7-hd-k-nx12/172-katsi
360,burusports,Rossignol,SOUL 7 HD K NX12,172,new,2869.0,1300.0,https://burusports.ge/en/product/soul-7-hd-k-nx12/172-katsi
361,burusports,Rossignol,SENDER 94 TI KONECT NX12,186,new,2395.0,1679.0,https://burusports.ge/en/product/sender-94-ti-konect-nx12/186-katsi
362,burusports,Rossignol,SENDER 94 TI KONECT NX12,178,new,2395.0,1679.0,https://burusports.ge/en/product/sender-94-ti-konect-nx12/186-katsi
363,burusports,Rossignol,SENDER 94 TI KONECT NX12,172,new,2395.0,1679.0,https://burusports.ge/en/product/sender-94-ti-konect-nx12/186-katsi
364,burusports,Rossignol,REACT 10 TI K SPX12,182,new,2500.0,1750.0,https://burusports.ge/en/product/react-10-ti-k-spx12/182-katsi
365,burusports,Rossignol,REACT 10 TI K SPX12,176,new,2500.0,1750.0,https://burusports.ge/en/product/react-10-ti-k-spx12/182-katsi
366,burusports,Rossignol,REACT 10 TI K SPX12,168,new,2500.0,1750.0,https://burusports.ge/en/product/react-10-ti-k-spx12/182-katsi
367,burusports,Rossignol,HERO ELITE LT TI K SPX14,177,new,2995.0,2095.0,https://burusports.ge/en/product/hero-elite-lt-ti-k-spx14/177-katsi
368,burusports,Rossignol,HERO ELITE LT TI K SPX14,172,new,2995.0,2095.0,https://burusports.ge/en/product/hero-elite-lt-ti-k-spx14/177-katsi
369,burusports,Rossignol,HERO ELITE LT TI K SPX14,167,new,2995.0,2095.0,https://burusports.ge/en/product/hero-elite-lt-ti-k-spx14/177-katsi
370,burusports,Rossignol,HERO SL PRO,,new,1870.0,1300.0,https://burusports.ge/en/product/hero-sl-pro/142-bichi
371,burusports,Rossignol,HERO FIS SL FAC 165 SPX15,165,new,165.0,3200.0,https://burusports.ge/en/product/hero-fis-sl-fac-165-spx15/165sm
372,burusports,Rossignol,HERO ELITE LT TI,177,new,2950.0,2065.0,https://burusports.ge/en/product/hero-elite-lt-ti/172
373,burusports,Rossignol,HERO ELITE LT TI,172,new,2950.0,2065.0,https://burusports.ge/en/product/hero-elite-lt-ti/172
374,burusports,Rossignol,HERO CARVE K NX12,162,new,2290.0,1600.0,https://burusports.ge/en/product/hero-carve-k-nx12/152
375,burusports,Rossignol,HERO CARVE K NX12,167,new,2290.0,1600.0,https://burusports.ge/en/product/hero-carve-k-nx12/152
376,burusports,Volkl,MANTRA 102,184,new,102.0,2450.0,https://burusports.ge/en/product/mantra-102/184
377,burusports,Volkl,M6 MANTRA FLAT,177,new,1950.0,1365.0,https://burusports.ge/en/product/m6-mantra-flat/177
378,burusports,Volkl,KATANA 108 FLAT,184,new,108.0,2500.0,https://burusports.ge/en/product/katana-108-flat/184
379,burusports,Volkl,BLAZE 106 FLAT,165,new,106.0,2240.0,https://burusports.ge/en/product/blaze-106-flat/179
380,burusports,Volkl,BLAZE 106 FLAT,172,new,106.0,2240.0,https://burusports.ge/en/product/blaze-106-flat/179
381,burusports,Volkl,BLAZE 106 FLAT,179,new,106.0,2240.0,https://burusports.ge/en/product/blaze-106-flat/179
382,burusports,Volkl,BLAZE 94 FLAT,165,new,1790.0,1550.0,https://burusports.ge/en/product/blaze-94-flat/165
383,burusports,Volkl,RISE BEYOND 96 FLAT,170,new,1990.0,1395.0,https://burusports.ge/en/product/rise-beyond-96-flat/170
384,burusports,Volkl,REVOLT 121 FLAT,177,new,121.0,2150.0,https://burusports.ge/en/product/revolt-121-flat/191
385,burusports,Volkl,REVOLT 121 FLAT,184,new,121.0,2150.0,https://burusports.ge/en/product/revolt-121-flat/191
386,burusports,Volkl,REVOLT 121 FLAT,191,new,121.0,2150.0,https://burusports.ge/en/product/revolt-121-flat/191
387,burusports,Volkl,REVOLT 104 FLAT,172,new,104.0,1750.0,https://burusports.ge/en/product/revolt-104-flat/172
388,burusports,Volkl,REVOLT 104 FLAT,188,new,104.0,1750.0,https://burusports.ge/en/product/revolt-104-flat/172
389,burusports,Volkl,REVOLT 95 FLAT,165,new,1090.0,875.0,https://burusports.ge/en/product/revolt-95-flat/165
390,burusports,Volkl,REVOLT 87 FLAT,169,new,1680.0,1345.0,https://burusports.ge/en/product/revolt-87-flat/169
391,burusports,Volkl,REVOLT 84 FLAT,174,new,1530.0,1225.0,https://burusports.ge/en/product/revolt-84-flat/180sm
392,burusports,Volkl,REVOLT 84 FLAT,180,new,1530.0,1225.0,https://burusports.ge/en/product/revolt-84-flat/180sm
393,burusports,Volkl,BASH 86 FLAT,164,new,1110.0,885.0,https://burusports.ge/en/product/bash-86-flat/164
394,burusports,Volkl,BASH 81 FLAT,168,new,960.0,750.0,https://burusports.ge/en/product/bash-81-flat/168
395,burusports,Scott,Scrapper,180,new,1625.0,999.0,https://burusports.ge/en/product/scrapper/180-katsi
396,burusports,Volkl,THREE FLAT,186,new,1899.0,990.0,https://burusports.ge/en/product/three-flat/186
397,burusports,Volkl,REVOLT 86 FLAT,164,new,1090.0,780.0,https://burusports.ge/en/product/revolt-86-flat/156-katsi
398,burusports,Volkl,MANTRA FLAT,184,new,2100.0,1050.0,https://burusports.ge/en/product/mantra-flat/184-katsi
399,burusports,Volkl,M5 MANTRA FLAT,170,new,2180.0,1295.0,https://burusports.ge/en/product/m5-mantra-flat/170sm-katsi
400,burusports,Volkl,MANTRA 102 FLAT,177,new,102.0,2450.0,https://burusports.ge/en/product/mantra-102-flat/177-katsi
401,burusports,Volkl,KENDO 88 FLAT,163,new,2240.0,1350.0,https://burusports.ge/en/product/kendo-88-flat/177-katsi
402,burusports,Volkl,KENDO 88 FLAT,177,new,2240.0,1350.0,https://burusports.ge/en/product/kendo-88-flat/177-katsi
403,burusports,Volkl,KENDO 88 FLAT,170,new,2240.0,1350.0,https://burusports.ge/en/product/kendo-88-flat/177-katsi
404,burusports,Volkl,KENDO 92 FLAT,170,new,2350.0,1880.0,https://burusports.ge/en/product/kendo-92-flat/170sm-katsi
405,burusports,Volkl,DEACON XT VMOTION1,168,new,1450.0,870.0,https://burusports.ge/en/product/deacon-xt-vmotion1/168-katsi
406,burusports,Volkl,DEACON XT VMOTION1,175,new,1450.0,870.0,https://burusports.ge/en/product/deacon-xt-vmotion1/168-katsi
407,burusports,Volkl,DEACON 74 BLACK RMOT XLIGHT,163,new,2950.0,1770.0,https://burusports.ge/en/product/deacon-74-black-rmot-xlight/163-katsi
408,burusports,Volkl,DEACON 74 BLACK RMOT XLIGHT,168,new,2950.0,1770.0,https://burusports.ge/en/product/deacon-74-black-rmot-xlight/163-katsi
409,burusports,Volkl,CONFESSION FLAT,179,new,2350.0,950.0,https://burusports.ge/en/product/confession-flat/179-katsi
410,burusports,Volkl,90EIGHT FLAT 118428,170,new,1184.0,1970.0,https://burusports.ge/en/product/90eight-flat-118428/170-katsi
411,burusports,Volkl,90EIGHT FLAT,170,new,1970.0,1290.0,https://burusports.ge/en/product/90eight-flat/170sm
412,burusports,Volkl,RACETIGER SRX BLK WH RE VMOT3,168,new,2000.0,1300.0,https://burusports.ge/en/product/racetiger-srx-blk-wh-re-vmot3/168-katsi
413,burusports,Volkl,RACETIGER SRX BLK WH RE VMOT3,173,new,2000.0,1300.0,https://burusports.ge/en/product/racetiger-srx-blk-wh-re-vmot3/168-katsi
414,burusports,Volkl,RACETIGER SRC ORANGE XMOTION,173,new,2400.0,1200.0,https://burusports.ge/en/product/racetiger-src-orange-xmotion/173-katsi
415,burusports,Volkl,RTM 76 ELITE VMOTION2,168,new,1625.0,975.0,https://burusports.ge/en/product/rtm-76-elite-vmotion2/168-katsi
416,burusports,Volkl,RTM 76 VMOTION1,175,new,1500.0,930.0,https://burusports.ge/en/product/rtm-76-vmotion1/175-katsi
417,burusports,Volkl,RTM 8.0 w FDT PLATE,,new,1800.0,900.0,https://burusports.ge/en/product/rtm-80-w-fdt-plate/158-katsi
418,burusports,Volkl,FLAIR 73 WHITE VMOTION1,,new,1650.0,830.0,https://burusports.ge/en/product/flair-73-white-vmotion1/153-qali
419,burusports,Volkl,FLAIR 73 BLACK VMOTION1,,new,1650.0,830.0,https://burusports.ge/en/product/flair-73-black-vmotion1/159-qali
420,burusports,Volkl,AURENA 4MOTION,,new,1190.0,830.0,https://burusports.ge/en/product/aurena-4motion/159-qali
421,burusports,Rossignol,FROZEN BABYTEAM 4 B76 WHT,,new,560.0,395.0,https://burusports.ge/en/product/frozen-babyteam-4-b76-wht/80sm
422,burusports,Rossignol,FROZEN KXKID X 4 B76 WS,,new,650.0,455.0,https://burusports.ge/en/product/frozen-kxkid-x-4-b76-ws/104
423,burusports,Rossignol,NOVA  8 CA XPRESS PLUS W 11,,new,2550.0,1785.0,https://burusports.ge/en/product/nova-8-ca-xpress-plus-w-11/149-qali
424,burusports,Rossignol,NOVA 7 LTD,,new,2175.0,1525.0,https://burusports.ge/en/product/nova-7-ltd/142-qali
425,burusports,Rossignol,NOVA 6 XP W 11 GW B83 BK GOLD,,new,2069.0,1449.0,https://burusports.ge/en/product/nova-6-xp-w-11-gw-b83-bk-gold/142-qali
426,burusports,Rossignol,NOVA 4 CA XP W 10 GW BK SPKL,,new,1795.0,1255.0,https://burusports.ge/en/product/nova-4-ca-xp-w-10-gw-bk-spkl/samoyvarulo-154-qali
